author,jml_penelitian
" Aziz, Rafida",2
" Widhiani, Anita Primaswari",7
" Ramadhana, Hanny Talitha",1
"Daryanto, Arief K",1
" Dewi, Febriantina",7
" Prima, M Jovi",1
" Ratnawati, Anny",4
" Juherry, Salsabila",1
" Irawan, Raka Wisnu",1
" Oktariani, Andina",6
" Purba, Navila",1
" Harahap, Rendy Mahdi",1
" Rahmawati, Andhini Kurnia",1
" Istiqamah, Annisya",1
" Izzati F, Muthiah Nurul",1
" Gresia, Tresiani",1
" Aditra, Muhammad Fauzi",1
" Pandjaitan, Michael Christian",1
"Maarif, Syamsul M",1
" Megawati, Rizky Lokita",1
" Ramadani, Hanif Fajar",1
" Lestari, Nindita Ayu Mutia",1
" Sarifah, Desita",1
" Dwiyanti, Syfa",1
" Nabilah, Ayu",1
" Zamrud, Muhammad Luthfi",2
" Ramadhan, Adityo",1
" Panjaitan, Bintang Sipartogi",2
" Agustina, Sri Endah",1
" Raharja, Bayuduta",1
" Yusuf, Mohamad Maulana",1
" Sucahyo, Lilis",16
" Abdurrakhaman, Muhammad Refie",1
" Lumbantoruan, Heryanto",1
" Hediningsih, Siti",1
" Ridha, Aulia Taufid",1
" Indriawardhana, Prawesa Adi Kumara",1
" Arief, Tengku Arsya",1
" Hakim, Arif Rahman",1
" Wicaksono, Banyuaji",1
" Fadilah, Khansa Maulana",1
" Afizh, Muhammad",1
" Nurshita, Dyah Ayu",1
" Winna, Fenry",1
 Siswanto,3
" Bramantio, Gery",1
" Nado, Liu",1
" Smaradhana, Sindhu Gamang",1
" Wardani, Meliza Junia",1
" Yunus, Fajri",1
 Ika Pratiwi R,1
" Saputro, Nico Andri",1
 Sudradjat,25
" Budiman, Rhavif",2
" Satriawan, Hilmy",1
" Al Abib, Nanang",1
" Sylvia, Veny",1
" Fazy, Aldilah",1
" Thontowi, Ahmad",1
" Fahlevi, Richo Oscar",1
" Gesari, Il Rahma Pradira",1
" Jayanti, Eka Dewi",1
" Pratama, Siaga Yudha",1
" Supriyanto, Agus",1
"Solahudin, Muhamad",3
" Ni'am, Agus Ghautsun",1
" Nurjanah, Sri",1
" Kurniawan, Fajar",3
" Akbar, Wahidil",1
" Khairil, Nur",1
" Gandawidura, R Gandi Gurmadi",1
" Almadani, Yusup",1
" Zulfikar, Bachtiar",1
" Haq, Miftah Ul",1
 Rusdi,2
" Wamea, Peter Reinhart Samuel",1
" Kurniawati, Rika",1
"Pertiwi, Setyo",11
" Utama, Tamara Zulaika",1
" Sidik, Ahmad Jaelani",1
" Miqdad, Abdullah",1
" Lubis, Abdul Muis",1
" Riandani, Alien Nanda",1
" Fitroni, Andri Naufa",1
" Husni, Dafikri",1
" Hizkia, Diori",1
" Anggraeni, Dewi Setyo",1
" Ristanto, Evan",1
" Widarta, Ega Taru Zanuarsa",1
" Muhammad, Fadhil",2
" Niam, Agus Ghautsun",3
" Mardanus, Fikie",1
" Wibisono, Hadrian Prathama",1
 Andesta,1
" Suyuthi, Muyassar Allam",2
" Gilbert, Michael",1
" Karuniawan, Maulana Syafiq",1
" Sulistyo, Dhimas Eko",1
" Fauzan, Naufal Imam",1
" Purba, Rama Anggriani",1
"Usman, Ahmad",1
" Nafisah, Resti Fauzi",1
" Fadillah, Reza",1
" Maruf, Dzaki Abdurrahman",2
" Arham, Hizballah",1
" Putra, Gilang Ananda",1
" Widiawati, Pradanti Nadilla",1
Yulianto M,1
 Sucahyo L,1
" Agtianisa, Nahda Indah",1
" Sari, Rodiah Nurbaya",1
" Wicaksono W, Athanatius Henang",1
" Nurlaela, Dhea",1
" Larassati, Dwi",1
" Sianjaya, Allen",1
" Hartono, Fitrian Frenky",2
" Simbolon, Endo Putra",1
" Adryanto, Edo",1
" Mulyaningsih, Fitri",1
" Arkan, Faris",1
" Sulaswatty, Anny",1
" Lumbantoruan, Fenny Febriyani",1
" Sari, Isna Kumala",1
" Triono, Ginanjar Adi",1
" Iqbal, Joglam Muhammad",1
 Suprihatin,13
" Hutahaean, Haris",1
Arkeman,1
" Djatna, Taufik",11
" Prabowo, Muhammad Agung",1
" Hapsarini, Nurma",1
"Purwanto, Aris Y",1
" Saputra, Mochamad Iqbal",1
" Ziadi, Muhammad Ihsan",1
" Mochamad, Nasir",1
" Putri, Mia Ulumiati",1
" Nasrullah, Mohammad",1
" Putri, Nur Faizah",1
" Martin, Rakha Favian",1
" Anggraini, Nova Rizki",1
" Pamungkas, Prasetia Triyanto",1
" Pranoto, Budi Agus",3
" Satria, Reza",1
" Kurnianto, Novi",1
" Kusumaningrum, Nabila Ratna",1
" Pratama, Reza Ardi",1
" Toriq, Samsul Pahmi",1
" Nurhasanah, Varissa",1
" Muhammad, Zaid",1
" Indriyani, Wiwit",1
" Setyorini, Sekar Ayu",1
" Togatorop, Arbyn Pramono",1
" Akbar, Muhammad Thoriq Faris",1
" Amalia, Maghfira",1
" Mateus, Ray Ade",1
" Niam, Ghautsun Agus",1
" Marnesia, Vinna",1
" Yulianto, Riksi Harris",1
"Noorachmat, Noorachmat, Bambang Pramudya",1
" Pratama, Wirasatya",1
"Pratama, Wirasatya",1
" Darmawan, Muhammad Arif",9
" Trisna, Angga Panji",1
" Putra, Andika Bagaskara",1
" Shauqi, Uka Hukama",1
" Yudiastian, Krisnawan",1
" Darusalam, Luthfiano Yossy",1
" Muzammal, M Nail",1
" Abror, Nadwy Fahlevi",1
" Alexandra, Joanna",1
" Wibowo, Atsirudy",1
"Elisa Anggraeni, Elisa",1
" Arsyad, Irfan",1
" Nasrulloh, Luri",1
" Alimin, Yahda Baihaki",1
" Pramono, Muhammad Sulthon Prabowo",1
" Rabbani, Rafiq Izzudin",1
" Haditjaroko, Liesbetini",5
" Wati, Awan Karunia",2
" Rangkuti, Faisal Arif",1
" Lestari, Arum Yunia",1
" Listianingtyas, Citra Aulia",1
" Anindita, Admira",1
" Suwarna, Maulana Ardi",1
" Sakti, Dalila Nazriah Oktavia",1
" Yuliansyah, Alfian",1
" Fitrianti, Diana",1
" Aselfa, Feggy Satyawanda",1
" Widiarto, Finda Bangkit",1
" Nursaid, Ibnu Alif",1
" Hariry, Muhammad Wildan",1
"Andes, Ismayana",1
" Haedi, Riezqi Prathama",1
" Saputra, Sri Maryani",1
" Ghofur, Abdul",2
" Istiqomah, Asti",3
" Alimudin, Arief",1
" Wardhana, Clarissa Amellia",1
"Setyaninigsih, Dwi",1
" Kurniawan, Dedi",1
" Yani, Mohamad",13
" Khasanah, Dewi Uswatun",1
" Satriawan, Deny",1
" Irawan, Febriyanti",1
" Indriyani, Fitria",1
" Perdana, Hanifa Hasna",2
" Roselly, Fitriana",1
" Takemura, Akio",1
" Febiyanti, Ida",1
" Husni, Muhammad Alfi",1
" Faqih, Ihsan Nur",1
" Soetara, Aminudin",1
" Maulana, Muhammad Rizki",1
" Yunus BS, Muh",1
" Avifah, Novia Nur",1
" Enomae, Toshiharu",1
" Fauzan, RM Muhammad Nur",1
" Martuti, Nana Kariada Tri",1
" Alafima, Radhitya Bayu",1
" Sandy, Rendy Cisara",1
" Pangestu, Yogi Anom",2
" Takemura, akio",1
" Adriana, Savira Astri",1
" Muttaqin, Subbanul",1
" Rahayuningsih, Mulyorini",15
" Sari, Arih Amirah",1
" Permono, Sidik Reza",2
" Kurniawan, Dwiky Aji",1
" Warsiki, Endang",12
" Maulana, Angga",1
" Rardniyom, Chananpat",1
" Asfiani, Adzimatinur",1
" Fahma, Farah",12
" Sihite, Ray Einstein Manuel",1
" Flamboyan, Yuga Flora Sekar",1
" Wahyudi, Mohamad Ilham Alief",1
" Wicaksono, Adityo Yudi",1
" Fauzan, Muhammad",6
" Ananda, Rizky Uno",1
 Jusri,1
"Raimadoya, Machmud Arifin",1
" Wirabumi, Larasati Swisti",1
" Warsito, Angga",1
" Rau, Maulana Ibrahim",11
" Boari, Selfi Salomina",1
" Wahyono, Endro",1
" Ananda, Tia Rizki",1
" Arbiansyah, Tegar",1
" Aaraasy, Ridho",1
" Sudibyo, Tri",2
" Zuhri, Septiawan Akhmad",1
" Fawaid, Qudsyi Ainul",1
" Suherman, Tommy",1
" Surawiredja, Evan Rizky",1
" Habib, M Ihsan",1
" Natali, Michelle",1
" Pryank, Alusvigayana",1
" Awalia, Saila",2
" Kholilah, Siti",1
 Steven,2
" Zulfa, Zahra Syefira",1
" Hafiz, Achmad Fa'iq",1
" Surachman, Alief Rusman Hidayat",1
" Priyoadi, Bagus Rahmansyah",2
" Nalurinda, Anggun Pragenta",1
 Sutoyo,6
 Anggriyani,1
" Maulana, Alwan Muhammad",1
" Maulana, Dicky Kartiwa",1
" Valen, Arri",1
" Putri, Dian Anugrah",1
" Irfan, Dhia Kamal",1
" Kusumah, Dian",1
" Fadila, Evi",1
" Saputra, Fajar Noerbyanto",1
" Putra, Heriansyah",17
" Pratama, Galih Bhekti Sula",1
" Akhmat, Ikra",1
" Fardan, Ihlus",1
" Hermawan, Herdi",1
" Febrita, Joana",4
" Darmiyando, Landro Oktaviano",1
" Aditya, Muhammad Ridlo",1
" Rahman, Muhammad Raffi",1
" Wijaya, Putu Ananta Kusuma",1
" Maulina, Nadia Putri",1
" Christin, Patricia",1
" Sofiyani, Maulida",1
" Ardiansyah, Rahmat",1
" Mentari, Sekar",9
" Ramadani, Rahmah Amaliyah",1
" Fidianti, Widia Cahyani",1
" Said, Vierdi Ananda",1
" Pratiwi, Trinanda Rizki",1
" Romadhonah, Siti",1
" Kusna, Zuru Finatul",1
" Ramadhani, Hapsari Nadella",1
" Azhari, Muhammad",1
" Okarima, Dieny Reski",1
" Ridha, Salma Hafidza",1
" Mardiah, Ainul",2
 Aimatuzzahro,1
" Febrita, Febrita, Joana",1
" Suryaningtyas, Febiyanti",1
" Islami, Hafizh Surya",1
" Burhani, Haikal",1
" Ramadhan, Rafif",1
" Vadha, Rumaisha Aulia",1
" Rifqi, Aenur",1
" Ridwan, Aini Maryam",1
" Nugraha, Rizky Aditya",1
" Hartono, Andy",1
" Ulfah, Fitriyah",1
" Kurnia, Hardi",1
" Jayadi, Muhamad Andi Rizal",1
" Mulya, Farras Muhana Setia",1
"Taqi, Fahim M",1
" Muhandri, Tjahja",25
" Rambadiana, Ica Candra",1
" Salju, Bayang Nuansa",1
"Suhartono, Maggy T",2
" Chueamchaitrakun, Piyaporn",2
" Theppakorn, Theerapong",1
" Sujarnoko, Yeni Katon Rahmawati",1
" Konsue, Nattaya",1
" Nindyautami, Fransiska Agatha",1
" Sitanggang, Aziz Boing",5
" Natanegara, Aisha Zahira",1
"Wijaya, Christofora Hanny",12
" Michael, Johanes",1
" Shaumie, Fany Farhatush",1
" Rahman, Kamilia Putri",1
 Theresia,1
" Wihardi, Alfin Maulana",3
" Rahmamarta, Rosita",1
"Sitanggang, Aziz Boing",3
" Irsali, Muhammad Fakhrian",1
" Iswandi, Muhammad Akbar Zikrullah",1
" Barus, Amelia Br",1
" Fahmawati, Tika Firda",1
"Wijaya, C Hanny",13
" Bachtiar, Boy M",2
" Rahmanti, Sheina Aulia",1
" Sumitra, Nurhadi Rahmat",1
" Rungraeng, Natthakan",1
" Pratama, Muhammad Rizal",1
" Nareswari, Vionabela Bunga",1
" Viera, Viano Piere Diaz",1
" Alexander, Ronald",1
"Taqi, Fahim Muchammad",7
" Wulan, Endah Nur",2
" Mahdi, Aldila Akmal",1
" Hunaefi, Dase",28
" Aozora, Wayan Dipasasri",1
" Novian, Rakhmad",1
 Calvin,3
" Djaja, David",1
" Madina, Prilliani",1
" Pardomuan, Daniel",1
" Sanubari, Indah",1
" Budi, Faleh Setia",10
" Widjaja, Mochamad Fajar",1
" Setyawan, Daniel Andri",1
" Nabilah, Nur Amalina",1
" Winarsih, Wiwik",1
" Basyara, Abdillah Moussa",2
"Faridah, Disah Nur",2
" Azizah, Arofah Nur",2
" Riduwan, Danny Maulana",1
" Cahya, Agustina, Lusita",1
" Agustina, Prisilia May",1
"Laksmi, Sri",1
" Apriliani, Anissa Angga",1
" Sholehuddin, Zen Fauzan",1
" Khairunnisa, Windy",1
" Ahlina, Annisa Nur",1
" Fadlillah, Hendry Noer",8
" Rahmawati, Anisah Dyah",1
" Rahayu, Winiati Pudji",8
" Ratnasari, Yanti",1
" Agustiansyah, Duta",2
" Sugianto, Arini Sukmaning Ayu",1
" Astawan, Made",8
" Prayudani, Ayu Putri Gitanjali",2
"Herawati, Dian",13
" Yuriasari, Ratna",1
" Husnisa, Dellania Tri",1
" Syakir, Abdurrahman Yusuf",1
"Rahayu, Winiati",2
 Rohmatussolihat,1
" Indah, Aafiyah Wahyu Nur",1
" Sirimuangmoon, Chirat",1
" Caroline, Levina",1
" Tjahja, Muhandri",1
" Rais, Husnul",1
"Arpah, Muhamad",1
" Priadi, Gunawan",2
" Amieni, Hisaqia",1
" Fadly, Muh",1
" Fathulhuda, Muhammad Muflih",1
" Aini, Anita Nur",1
" Nurhalisa, Milla",1
" Rachmawati, Nikita Arsy",2
" Alfarda, Niswana Wafi",1
" Rahayu, Winiati P",5
" Asthiti, Ni Gusti Ayu Made Widyatari",2
" Millatina, Nela Rifda Nur",1
" Timothy, Rehuel",1
" Melati, Rahadina Praba",2
" Adeline, Veronica",1
" Risma, Rezi Yulia",1
" Hidayat, Ahsanul Ariz",1
" Jaya, Dedi Saputra",1
" Setiyoningrum, Fitri",1
" Sholihah, Dinah Putri",1
" Safitri, Destalia",1
" Sitanggan, Azis Boing",1
" Zuchrina, Fauzia",1
" Putra, Iqbal Nugraha",1
" Izzatunnisa, Isni",1
" Putri, Intan Syah",1
 Lesmana,1
" Fauzi, Muhammad Syahrul",2
" Manurung, Paula Maria Carolina",1
" Prabowo, Romadhan Guntur",1
" Wienny, Rezy Sari",1
" Rezki, Romada",1
" Marusiva, Wicensky",1
" Farhan, Ziyad Muhammad",1
" Abdullah, Karim",1
" Al Bukhori, Jeffry",1
" Annida, Muthia Rizky",1
" Niam, Ahmad Fatkul",1
" Koswara, Sutrisno",6
" Mahmud, Fathudin",1
" Andini, Galuh",1
" Saputra, Subekti",1
" Saputra, Julanda",1
" Fauziah, Mina",1
" Karimah, Nabila",1
" Arifin, Muhammad Hanif",1
" Fitriana, Saccharina Rahma",1
"Komala, Winda",1
 Sukarno,3
" Komala, Winda",1
" Ninditya, Witara",1
" Annisa, Amalia Sultan Nanda",1
" Aisyah, Fina Rizki",1
" Lusiani, Ni Putu Desi",1
" Priscilla, Nathania",1
" Christianti, Michelle Leoni",1
" Ihsan, Muhammad",2
" Hanifah, Tsabita",1
" Adillah, Salma Nur",1
" Ayun, Yanuru Guratu",1
" Herlina, Vika Tresnadiana",2
" Shaninda, Ananda Putri",2
" Tambunan, Ruth Frida Juliyanti",1
" Simorangkir, Esteria Lisbet",1
" Damayanti, Elfira",1
" Rui, Joana Maria",1
" Sobriyan, Audi",1
 Riyani,1
" Styowati, Yuliana",1
" Gunawan, Endang",9
" Muhammad, Aulia Rizqi",1
" Harahap, Muhammad Imam Taufiq",1
" Sulaiman, Rivaldi",1
" Simbolon, Rijel",1
" Ardir, Sintho Wahyuning",1
" Fadmananda, Anas",1
" Farisie, Syavin Al",1
" Zamzami, Ahmad",11
" Gantina, Tintin",1
"Hendriawan, Rizka Adista",1
" Hendriawan, Rizka Adista",1
" Utomo, Widyanarko Prasetyo",1
" Marwiyah, Siti",16
" Tania, Devy",1
" Fitriansyah, Aidil",1
" Ilyas, Satriyas",11
" Astuti, Feny",1
" Nurfadhilah, Kholis",1
" Zahra, Nabila",1
" Maulidina, Nabila",1
" Rahmawati, Faridatut Taqiyah",2
" Nugrahanti, Desmarita",1
" Hasna, Naula",1
"Barutu, David Parulian Sinaga",1
" Kosmiatin, Mia",9
" Putradhika, Pata Ramadhan",1
" Sayekti, Tri Wahono Dyah Ayu",2
" Putra, Tri Hasbayu Hary",1
" Saefuloh, Janu",1
" Jauhari, Dodi",1
" Utami, Aulia Firda",1
" Syifa'Ummah, Astarina",1
" Fatah, Muhammad",1
" Sujateruna, Hagi",1
" Kaseke, Nadya Luckita Winny",1
" Tobuhu, Wahyu Safriyanto",1
" Kurniawan, Setia",1
" Oktavia, Devi",1
" Devita, Tria Ony",1
" Pradana, Anditya Gilang Rizky",1
" Wiendi, Ni Made Armini",10
" Amelia, Nadia Putri",1
" Perwira, Prajna Jaya",1
" Amanda, Ricky Okta",1
" Zega, Warman Jaya",1
" Salam, Muhamad Fikri Ibnu",1
" Ritonga, Arya Widura",28
" Sukmawati, Kana Dau",1
" Alim, Muhammad Fikri Abdul",1
" Huda, Alya Syifa Fathinah",1
"Aziz, Arifin Sandra",1
" Suharsi, Kartika Tatiek",1
" Fachriyah, Afifah",1
" Widura, Ritonga Arya",1
" Himawati, Emah",1
" Nugroho, Crystalia Arivia",1
"Wahyu, Yudiwanti",11
" Purnamawati, Heni",22
" Nabhan, Faizun",1
"l Aswidinnoor, Hajria",1
" Lontoh, Adolf Pieter",9
" Romas, M Lutfi Sofiudin",1
" Susanti, Norul Dewi",1
" Badiah, Na' matul",1
" Zakie, Muhammad Reza",1
" aman, Sofyan Z",1
" Mufidah, Rifqah",1
" Manalu, Pinondang",1
" Hasibuan, Rifa Fadhilah Munifah",1
" Indriani, Yulia",1
" Djoefrie, Hasjim Bintoro",1
" Arfani, Aisyah",1
" Kusumo, Yudiwandi Wahyu Endro",1
" Azhari, Achmad Hasan",1
" Abie, Mulyana, Ade",1
" Sinulingga, Arodi Agustenta",1
" Anggara, Aditya Bayu",1
" Suharsi, Tatiek Kartika",3
" Zainatun, Annis",1
" Arfanda, Bagus",1
"Karnasatra, Tjetjep Ukman",1
" Munandar, Arief",1
"Chozin, MA",2
" Yusra, Afdal",1
" Yusrada, Siagian, Alfie",1
" Febriani, Fitri Dwi",1
" Damayanti, Isnaini Devi",1
" Pohan, Fahrul Rozy",1
" Rachman, Fathur",2
Widajati,1
" Sari, Maryati",7
" Fitriana, Herlina",1
" Jofariano, Garda",1
" Kurniawansyah, M Ari",1
" Laia, Kalvin",1
" Akbar, Iqbal Muhammad",1
" Saputra, Muhammad Yulfian",1
" Wirawan, Baran",2
" Ariska, Neneng",1
" Fauzi, Muhammad Syukron",1
" Suwarno, Faiza Chairani",1
" Anggraeni, Rini",1
" Hartati, Riska",1
" Ashar, Syafik",1
" Putri, Tri Indah Wulandari",1
" Ayuningtyas, Widya Sartika",1
" Asani, Ucik Rokhmatin",1
" Pratama, Thomas Ofni Sonny",1
" Lontoh, Adolft Pieter",1
" Wibowo, Arsa, Agung Jat",1
" Widiastuti, Natalia Puteri",1
" Sutjahjo, Surjono Hadi",9
" Lubis, Muhammad Irham",1
 MA Chozin,2
" Naaf, M Saepulloh",1
" Dalhariawan, Nurlatif",1
" Nurfadilah, Mutia",1
" Poerwanto, Roedhy",11
" Amaf, Yosie Rizkha",1
" Kurniawan, Agung",1
"Aisyah, Iis Syarifah",1
" Diany, Indah Haura",1
" Carolina, Meiwani",1
" Hidayat, Wahyu",1
" Thifany, Ariny Jihan",1
" Djoefrie, Mochamad Hasjim Bintoro",5
" Ja'far, Aziz Ahmad",1
" Maryam, Ai",1
" Sagita, Citra Alunna",1
" Christian, Eric",1
" Sinaga, Bina Bonita",1
" Faadhilah, Fajar",2
" Kinanthi, Lintang Roch",1
" Koentjana, Jessica Putri",1
" Faturahman, Muhamad Faturahman",1
" Syahputra, Irwan",1
" Harahap, M Rizky Syahputra",1
" Pratama, Muhammad Iqbal",1
" Simarmata, Marolop Jeremi",2
" Maulida, Nessa",1
" Syifa, Safira Asy",1
" Nadziifa, Rimtsa Roghiibatun",1
"Suhartanto, Muhammad Rahmad",2
" Putri, Raissa Nira",1
" Mahyendra, Sari",1
" Whismoyo, Bambang",1
" Priyanti, Natasha Aulia",1
" Mardiyah, Neneng Hilya",1
" Umaiyah, Rohmatul",1
" Amalia, Athi",1
" Sari, Allice Fajri Chynthia",1
" Aimatami, Fidya",1
" Muzdhalifah, Eva",1
" Permatasari, Indriani Detty",1
" Hariyadi, Ari",1
" Isnaini, Yupi",3
" Saputri, Marisa Dwi",2
" Rahmadan, Ifan Tri",1
" Trisnawati, Ratna",1
" Aulia, Santri",1
" Suarka, Ni Made Wasundhari Dharma",1
" Tajuddin, Mohammad",1
" Sari, Novianti Purnama",1
" Hafidzanniswa, Tasha",1
" Suketi, Kettty",1
" Parinduri, Ronni Rahmad",1
"Maulana, Wahyu",1
" Aziz, Sandra Arifin",14
" Rindiyani, Siti Dewi",1
" Yulianto, Keko Bahariawan",1
 Suwardi,12
" Wahyudi, Muhamad",1
" Wahjunie, Enni Dwi",21
" Ain, Alifda Qunur",1
" Suryaningtyas, Dyah Tjahyandari",18
" Purba, Eko Nugraha",1
" Putri, Giartania Susanto",1
" Abrarinef, Okhi",1
" Suryaningtyas, Dyah Ayu Tjahyandari",1
" Cahyo P, Rizki Triwicaksono",1
" Haerani, Novita",1
" Zai, Rudi Armansyah",1
"Pulunggono, Bagus Heru",1
" Ekanjani, Violeta",1
" Widjaja, Hermanu",6
" Hikmah, Inna Nur Dhika Muflikhatul",1
" Sundari, Ni Putu Ayu Eka",1
" Bramaningrum, Cicilia Shantara",1
" Khuluq, Siti Lathifah Husnul",1
" Piliangesti, Nota",1
" Azizah, Ziyadatul Ulumil",1
" Sobirin, Muhamad",1
" Silaen, Yoshua Cristianto Fransiscus",1
" Wahid, Muhammad",1
" Zulfajrin, Moh",1
" Purwakusuma, Wahyu",44
" Alfiani, Baiq Putri",1
" Walidayni, Firly",1
" Nurfikri, Muhammad Hanif",1
" Wijaya, Fresinda Asri Wahyuning",1
" Fatimah, Anden Siti",1
" Mulya, Setyardi Pratika",14
" Suhada, Agil",1
" Baskoro, DPT",1
" Fikri, Ahlul",1
" Nugroho, Budi",27
" Sihaloho, Desfran",1
" Khairani, Khumaeroh Izzania",2
" Pravitasari, Andrea E",1
" Suryaningrum, Intan",1
" Kurniawan, Hilman",1
" Syaepudin, Imam",1
" Baskoro, Dwi Putro Tejo",12
" Indah, Nur",1
"Yayat, Hidayat",1
" Wahyu, Purwakusuma",1
" Siregar, M Mukmin Romadoni",1
" Abadi, Mohamad Rizki",1
" Laturiuw, Nandia Berlita",1
" Iswari, Nurul",1
" Rahmah, Nadya Siti",1
" Sinuraya, Wahyu Prananta",1
" Muthaharoh, Siti",1
" Kemit, Agung Andiko Iman Rajani",1
" Oktavianto, Agung Yoga",1
" Putri, Dhea Alfrinda",1
" Isnaini, Dien Ayuni",1
" Suherlan, Deni",1
" Handayani, Irene",1
" Setyawardani, Flianda Risky",1
" Rahayu, Megayani Sri",5
" Tunggal, Frederico",1
" Suryaningtias, Dyah Tjahyandari",1
" Fuadi, Muhammad Anis",1
" Wardani, Irma",1
" Anwar, Moh Rizki",1
" Noor, Muhammad Shiddiq Ilham",1
" Gojali, Muhamad Rizal",1
" Hidayat, M Wahyu",1
" Inayah J, Nurkhusnul",1
" Iman, La Ode Syamsul",11
" Ardiyanna, Rizka Brilianing",1
" Agusman, Rido",1
" Pravitasari, Amdrea Emma",1
" Magfiroh, Rosita",1
" Margiyani, Setiya",1
" Novtiar, Rifqi Puja",1
" Kurnia, Rana",1
" Hazra, Fahrizal",17
" Maulandari, Septi",1
" Machmudah, Rista Yulia",1
" Christivani, Anna Monika",1
" Nadalia, Desi",18
" Hanifah, Dewi",1
" Purnomo, Muhammad Bagus Dwi",1
" Four, Midle",1
" Nurhaadii, Muhammad",1
" Lubis, Sri Wahyuni",1
" Syauqi, Fikri Nauval",1
" Aldini, Mohammad Fariz",1
" AlAkbar, Muhammad Alwan",1
" Fajriani, Novi",1
" Rizki, Aulia",1
" Sinulingga, Geby Bermana",1
" Sari, Ita Kurnia",1
" Hisham, Mochamad",1
" Satria, Praja Hary",1
" Fakhiroh, Zakiyyatil",1
" Febriyanti, Verra",1
" Machmudin, Abyan Rai Fauzan",1
" Muharram, Achdiat",1
" Nuryahya, Adinda",1
" Kurnianto, Adhirizal Ikhsan",1
"Zahra, Aisyiyah Maulina",1
" Khrisrachmansyah, Rezky",1
" Pratiwi, Neviera Khairunnisaa",1
" Farida, Salamah",1
" Nabilla, Novie",1
" Pramonoputri, Azizah Dewi",1
" Prabawa, Anak Agung Ngurah Dharma Sindhu",1
" Umam, Khairul",1
" Tambing, Robi Rezky",1
 Qoriyati,1
" Nurysyifa, Farhana",1
" Azzahra, Fatimah",4
" Krisrachmansyah, Rezky",1
" Nurulita, Anggia Sekar",1
" Syifa, Dewi",1
" Mitha, Novia Dilla Putri",1
" Majid, Fadli Nur",1
" Fikri, Robi Rijalul",1
" Salsabila, Nurfajriah",1
" Rahma, Zakiya",1
" Wibowo, Satrio",1
" Akmelina, Allya",1
" Aji, Anggra Prastio",1
" Fahmi, Insan",1
" Idris, Anis Wirda",1
" Hidayat, Manarul",1
" Sofyanti, Rienelda Dani",1
" Putri, N Kiasatina Ekibtri",1
" Pradini, Karina Bunga",1
" Ultimarchya, Debra",1
" Fauziyya, Siva",1
" Faridah, Hapsah",1
" Apsari, Tsara Nuha",1
" Yanaputra, Reza Istajib",1
" Wangi, Lintang Sekar",1
" Nadirini, Zenithasya Gifta",1
" Putri, Kannia Reffrizal",1
" Martadi, Laksono",1
" Aurora, Ruth Mevianna",1
" Maulida, Bonita Angky",1
" Zulfahmi, Fahrian",1
" Rizkyawan, Fahreza Ari",1
" Jevany, Nurul Febrizqa",1
 Salina,1
" Huda, Muhamad Qomarul",1
" Meda, Santana",1
" Suyitno, Rofifah Aulia",1
" Istianto, Wisnu Bekti",1
" Kristiani, Zipora",1
" Fridayani, Risma",2
" Octaviani, Dwi",1
"Qamara, Mugnisjah Wahju",1
" Marlina, Elin",1
" Binna, Fitria Salsa",1
" Rahmawati, Mita Fitria",1
" Widianti, Ragil Putri",1
" Savitri, Ukhti Fatimah",1
" Andiani, Anisa Fitri",1
" Nasution, Ade Indra",1
" Rahmah, Amalia Nailur",1
" Nuraini, Ayustin",1
" Sari, Desy Citra",1
" Amalia, Fitri",2
" Pangesti, Dian",1
"Latifa, Fihanur",1
" Prabajati, Dewirinanti Hayuning",1
" Maula, Irma Jahrotul",1
" Latifa, Fihanur",1
" Izzati, Marwah Jadwa",1
" Marwan, Nurfaizah",1
" Sukowati, Nyndhea Putri",1
" Al Ghazaly, Ridho Muhammad",1
" Prawesti, Rani Endah",1
" Azalia, Sheila Kirana",1
" Aini, Rahmi Nur",1
" Naufal, Fariz",1
" Saputra, Irfan Dwi",2
" Nurrohman, Arip",1
" Sholehah, Annies Miftakhul",1
" Febrianti, Andrea Mustika",1
" Rainaldi, Aldi Ahmad",1
" Pradana, Aditya",2
" Rusmana, Adi Rangga",1
" Novyandy, Muhammad Ravi",1
" Febriyanti, Nurul Aini",1
" ndriyani, Ni Made Putri I",1
" dzkia, Urfa A",1
" Darma, Yudhy",1
" Robbi, Bagus Muttaqin Karunia",1
" Oktiviana, Maya Dewi Dyah",1
" Fitrah, Muhammad Zulfikar",1
" Fadhilah, Amelia Putri",1
" Buruananta, Ida Bagus Manu Ariditya",1
" Nanta, Wahyu Ridwan",1
" Amanatillah, Niky Elfa",1
" Widjaya, Pungky Roma",1
" Sinta, Ainun Oktavia Dwi",1
" Sholihah, Inayatush",1
" Ummam, Ahmad Khairul",1
" Wulandari, Sri Mentari",1
" Parwasih, Ririn",1
" Ibrahim, Ahmad Yusuf",2
" Sumantoro, Ucip",1
" Nada, Azmi Khoirin",1
" Putri, Rizki Awaliyah",1
" Jatmiko, Setyawan",1
 Sobikhin,1
" Firdaus, Ahmad",1
" Arifin, Fauzi Anwar",1
" Bandung, Sahari",1
" Nazilah, Hanin",1
" Abdillah, Mhd Rifqi",1
" Indriyanti, Nurul Fitria",1
" Hidayah, Nadia Nurul",1
" Maysaroh, Annisyah",1
" Fitrianita, Afifah Widha",1
